ibge,uf,nome,slug,provider_family,schema_package,tipo_suporte,status_homologacao,observacao
4126306,PR,Sengés,senges,EQUIPLANO,EQUIPLANO,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4125506,PR,"São José dos Pinhais",sao-jose-dos-pinhais,nfse_nacional,NACIONAL,NACIONAL,DISPENSADO_NACIONAL,"Dispensado de homologacao municipal individual pela regra nacional 100%."
4127205,PR,"Terra Boa",terra-boa,ELOTECH,ELOTECH,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4127700,PR,Toledo,toledo,nfse_nacional,NACIONAL,NACIONAL,DISPENSADO_NACIONAL,"Dispensado de homologacao municipal individual pela regra nacional 100%."
4128104,PR,Umuarama,umuarama,GISSONLINE,GISSONLINE,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4128708,PR,Vitorino,vitorino,nfse_nacional,NACIONAL,NACIONAL,DISPENSADO_NACIONAL,"Dispensado de homologacao municipal individual pela regra nacional 100%."
3300100,RJ,"Angra dos Reis",angra-dos-reis,TIPLAN,TIPLAN,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
3300209,RJ,Araruama,araruama,BETHA,BETHA,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
3300407,RJ,"Barra Mansa",barra-mansa,COPLAN,COPLAN,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
3300308,RJ,"Barra do Piraí",barra-do-pirai,WEBISS,WEBISS,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
3300704,RJ,"Cabo Frio",cabo-frio,NOBESISTEMAS,NOBESISTEMAS,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
3301009,RJ,"Campos dos Goytacazes",campos-dos-goytacazes,GINFES,GINFES,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
3301702,RJ,"Duque de Caxias",duque-de-caxias,ISSNET,ISSNET,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
3302205,RJ,Itaperuna,itaperuna,PRONIN,PRONIN,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
3302403,RJ,Macaé,macae,TIPLAN,TIPLAN,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
3302502,RJ,Magé,mage,MODERNIZACAO_PUBLICA,MODERNIZACAO_PUBLICA,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
3303203,RJ,Nilópolis,nilopolis,nfse_nacional,NACIONAL,NACIONAL,DISPENSADO_NACIONAL,"Dispensado de homologacao municipal individual pela regra nacional 100%."
3303302,RJ,Niterói,niteroi,nfse_nacional,NACIONAL,NACIONAL,DISPENSADO_NACIONAL,"Dispensado de homologacao municipal individual pela regra nacional 100%."
3303401,RJ,"Nova Friburgo",nova-friburgo,nfse_nacional,NACIONAL,NACIONAL,DISPENSADO_NACIONAL,"Dispensado de homologacao municipal individual pela regra nacional 100%."
3303500,RJ,"Nova Iguaçu",nova-iguacu,ABRASF_SHARED,ABRASF_SHARED,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
3303609,RJ,Paracambi,paracambi,FINTEL,FINTEL,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
3303906,RJ,Petrópolis,petropolis,nfse_nacional,NACIONAL,NACIONAL,DISPENSADO_NACIONAL,"Dispensado de homologacao municipal individual pela regra nacional 100%."
3303955,RJ,Pinheiral,pinheiral,BETHA,BETHA,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
3304003,RJ,Piraí,pirai,TIPLAN,TIPLAN,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
3304201,RJ,Resende,resende,nfse_nacional,NACIONAL,NACIONAL,DISPENSADO_NACIONAL,"Dispensado de homologacao municipal individual pela regra nacional 100%."
3304557,RJ,"Rio de Janeiro",rio-de-janeiro,nfse_nacional,NACIONAL,NACIONAL,DISPENSADO_NACIONAL,"Dispensado de homologacao municipal individual pela regra nacional 100%."
3305109,RJ,"São João de Meriti",sao-joao-de-meriti,nfse_nacional,NACIONAL,NACIONAL,DISPENSADO_NACIONAL,"Dispensado de homologacao municipal individual pela regra nacional 100%."
3305208,RJ,"São Pedro da Aldeia",sao-pedro-da-aldeia,MODERNIZACAO_PUBLICA,MODERNIZACAO_PUBLICA,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
3305802,RJ,Teresópolis,teresopolis,FIORILLI,FIORILLI,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
3306107,RJ,Valença,valenca,nfse_nacional,NACIONAL,NACIONAL,DISPENSADO_NACIONAL,"Dispensado de homologacao municipal individual pela regra nacional 100%."
3306305,RJ,"Volta Redonda",volta-redonda,SIMPLISS,SIMPLISS,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
2400208,RN,Assú,assu,PUBLICA,PUBLICA,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
2408003,RN,Mossoró,mossoro,TINUS,TINUS,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
2408102,RN,Natal,natal,nfse_nacional,NACIONAL,NACIONAL,DISPENSADO_NACIONAL,"Dispensado de homologacao municipal individual pela regra nacional 100%."
2412005,RN,"São Gonçalo do Amarante",sao-goncalo-do-amarante,TINUS,TINUS,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
1100023,RO,Ariquemes,ariquemes,FIORILLI,FIORILLI,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
1100049,RO,Cacoal,cacoal,WEBISS,WEBISS,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
1100122,RO,Ji,ji,FIORILLI,FIORILLI,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
1100205,RO,"Porto Velho",porto-velho,EL,EL,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
1100304,RO,Vilhena,vilhena,WEBISS,WEBISS,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
1400100,RR,"Boa Vista",boa-vista,nfse_nacional,NACIONAL,NACIONAL,DISPENSADO_NACIONAL,"Dispensado de homologacao municipal individual pela regra nacional 100%."
4300109,RS,Agudo,agudo,PRONIN,PRONIN,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4300406,RS,Alegrete,alegrete,PRONIN,PRONIN,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4300604,RS,Alvorada,alvorada,IPM,IPM,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4301008,RS,"Arroio do Meio",arroio-do-meio,nfse_nacional,NACIONAL,NACIONAL,DISPENSADO_NACIONAL,"Dispensado de homologacao municipal individual pela regra nacional 100%."
4301057,RS,"Arroio do Sal",arroio-do-sal,PRONIN,PRONIN,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4301602,RS,Bagé,bage,WEBISS,WEBISS,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4301701,RS,"Barão de Cotegipe",barao-de-cotegipe,nfse_nacional,NACIONAL,NACIONAL,DISPENSADO_NACIONAL,"Dispensado de homologacao municipal individual pela regra nacional 100%."
4302105,RS,"Bento Gonçalves",bento-goncalves,nfse_nacional,NACIONAL,NACIONAL,DISPENSADO_NACIONAL,"Dispensado de homologacao municipal individual pela regra nacional 100%."
4302352,RS,"Bom Princípio",bom-principio,TECNOSISTEMAS,TECNOSISTEMAS,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4302451,RS,"Boqueirão do Leão",boqueirao-do-leao,nfse_nacional,NACIONAL,NACIONAL,DISPENSADO_NACIONAL,"Dispensado de homologacao municipal individual pela regra nacional 100%."
4303004,RS,"Cachoeira do Sul",cachoeira-do-sul,PRONIN,PRONIN,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4303103,RS,Cachoeirinha,cachoeirinha,IPM,IPM,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4303301,RS,Caibaté,caibate,ABASE,ABASE,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4303806,RS,"Campinas do Sul",campinas-do-sul,nfse_nacional,NACIONAL,NACIONAL,DISPENSADO_NACIONAL,"Dispensado de homologacao municipal individual pela regra nacional 100%."
4303905,RS,"Campo Bom",campo-bom,GIF,GIF,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4304408,RS,Canela,canela,nfse_nacional,NACIONAL,NACIONAL,DISPENSADO_NACIONAL,"Dispensado de homologacao municipal individual pela regra nacional 100%."
4304507,RS,Canguçu,cangucu,PRONIN,PRONIN,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4304606,RS,Canoas,canoas,GIF,GIF,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4304697,RS,Capitão,capitao,nfse_nacional,NACIONAL,NACIONAL,DISPENSADO_NACIONAL,"Dispensado de homologacao municipal individual pela regra nacional 100%."
4304705,RS,Carazinho,carazinho,IPM,IPM,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4304804,RS,"Carlos Barbosa",carlos-barbosa,GIF,GIF,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4305108,RS,"Caxias do Sul",caxias-do-sul,GIF,GIF,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4302808,RS,"Caçapava do Sul",cacapava-do-sul,nfse_nacional,NACIONAL,NACIONAL,DISPENSADO_NACIONAL,"Dispensado de homologacao municipal individual pela regra nacional 100%."
4305207,RS,"Cerro Largo",cerro-largo,nfse_nacional,NACIONAL,NACIONAL,DISPENSADO_NACIONAL,"Dispensado de homologacao municipal individual pela regra nacional 100%."
4306106,RS,"Cruz Alta",cruz-alta,ISSNET,ISSNET,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4306205,RS,"Cruzeiro do Sul",cruzeiro-do-sul,nfse_nacional,NACIONAL,NACIONAL,DISPENSADO_NACIONAL,"Dispensado de homologacao municipal individual pela regra nacional 100%."
4306403,RS,"Dois Irmãos",dois-irmaos,IPM,IPM,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4306932,RS,Entre,entre,PRONIN,PRONIN,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4307005,RS,Erechim,erechim,nfse_nacional,NACIONAL,NACIONAL,DISPENSADO_NACIONAL,"Dispensado de homologacao municipal individual pela regra nacional 100%."
4307054,RS,Ernestina,ernestina,nfse_nacional,NACIONAL,NACIONAL,DISPENSADO_NACIONAL,"Dispensado de homologacao municipal individual pela regra nacional 100%."
4307559,RS,Estação,estacao,nfse_nacional,NACIONAL,NACIONAL,DISPENSADO_NACIONAL,"Dispensado de homologacao municipal individual pela regra nacional 100%."
4307708,RS,Esteio,esteio,nfse_nacional,NACIONAL,NACIONAL,DISPENSADO_NACIONAL,"Dispensado de homologacao municipal individual pela regra nacional 100%."
4307807,RS,Estrela,estrela,nfse_nacional,NACIONAL,NACIONAL,DISPENSADO_NACIONAL,"Dispensado de homologacao municipal individual pela regra nacional 100%."
4307609,RS,"Estância Velha",estancia-velha,IPM,IPM,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4307906,RS,Farroupilha,farroupilha,GIF,GIF,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4308201,RS,"Flores da Cunha",flores-da-cunha,TECNOSISTEMAS,TECNOSISTEMAS,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4308607,RS,Garibaldi,garibaldi,GIF,GIF,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4308904,RS,"Getúlio Vargas",getulio-vargas,PRONIN,PRONIN,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4309001,RS,Giruá,girua,ABASE,ABASE,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4309100,RS,Gramado,gramado,IPM,IPM,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4309209,RS,Gravataí,gravatai,IPM,IPM,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4309308,RS,Guaíba,guaiba,IPM,IPM,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4309555,RS,Harmonia,harmonia,TECNOSISTEMAS,TECNOSISTEMAS,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4309605,RS,Horizontina,horizontina,IPM,IPM,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4310009,RS,Ibirubá,ibiruba,DIGIFRED,DIGIFRED,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4310207,RS,Ijuí,ijui,nfse_nacional,NACIONAL,NACIONAL,DISPENSADO_NACIONAL,"Dispensado de homologacao municipal individual pela regra nacional 100%."
4310330,RS,Imbe,imbe,nfse_nacional,NACIONAL,NACIONAL,DISPENSADO_NACIONAL,"Dispensado de homologacao municipal individual pela regra nacional 100%."
4310801,RS,Ivoti,ivoti,TECNOSISTEMAS,TECNOSISTEMAS,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4311403,RS,Lajeado,lajeado,nfse_nacional,NACIONAL,NACIONAL,DISPENSADO_NACIONAL,"Dispensado de homologacao municipal individual pela regra nacional 100%."
4311791,RS,Maratá,marata,TECNOSISTEMAS,TECNOSISTEMAS,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4306734,RS,"Mauricio Cardoso",mauricio-cardoso,ABASE,ABASE,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4312401,RS,Montenegro,montenegro,nfse_nacional,NACIONAL,NACIONAL,DISPENSADO_NACIONAL,"Dispensado de homologacao municipal individual pela regra nacional 100%."
4312906,RS,"Nova Bassano",nova-bassano,nfse_nacional,NACIONAL,NACIONAL,DISPENSADO_NACIONAL,"Dispensado de homologacao municipal individual pela regra nacional 100%."
4313300,RS,"Nova Prata",nova-prata,nfse_nacional,NACIONAL,NACIONAL,DISPENSADO_NACIONAL,"Dispensado de homologacao municipal individual pela regra nacional 100%."
4313375,RS,"Nova Santa Rita",nova-santa-rita,IPM,IPM,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4313409,RS,"Novo Hamburgo",novo-hamburgo,IPM,IPM,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4313508,RS,Osório,osorio,IPM,IPM,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4313904,RS,Panambi,panambi,IPM,IPM,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4314035,RS,"Pareci Novo",pareci-novo,TECNOSISTEMAS,TECNOSISTEMAS,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4314050,RS,Parobé,parobe,nfse_nacional,NACIONAL,NACIONAL,DISPENSADO_NACIONAL,"Dispensado de homologacao municipal individual pela regra nacional 100%."
4314100,RS,"Passo Fundo",passo-fundo,nfse_nacional,NACIONAL,NACIONAL,DISPENSADO_NACIONAL,"Dispensado de homologacao municipal individual pela regra nacional 100%."
4314134,RS,"Paulo Bento",paulo-bento,nfse_nacional,NACIONAL,NACIONAL,DISPENSADO_NACIONAL,"Dispensado de homologacao municipal individual pela regra nacional 100%."
4314159,RS,Paverama,paverama,TECNOSISTEMAS,TECNOSISTEMAS,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4314407,RS,Pelotas,pelotas,AVMB_ASTEN,AVMB_ASTEN,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4314423,RS,"Picada Café",picada-cafe,PRONIN,PRONIN,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4314902,RS,"Porto Alegre",porto-alegre,nfse_nacional,NACIONAL,NACIONAL,DISPENSADO_NACIONAL,"Dispensado de homologacao municipal individual pela regra nacional 100%."
4315107,RS,"Porto Xavier",porto-xavier,ABASE,ABASE,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4314803,RS,Portão,portao,TECNOSISTEMAS,TECNOSISTEMAS,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4315149,RS,"Presidente Lucena",presidente-lucena,nfse_nacional,NACIONAL,NACIONAL,DISPENSADO_NACIONAL,"Dispensado de homologacao municipal individual pela regra nacional 100%."
4313953,RS,"Pântano Grande",pantano-grande,PRONIN,PRONIN,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4315602,RS,"Rio Grande",rio-grande,SIGCORP_SIGISS,SIGCORP_SIGISS,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4316006,RS,Rolante,rolante,IPM,IPM,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4316501,RS,"Salvador do Sul",salvador-do-sul,TECNOSISTEMAS,TECNOSISTEMAS,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4316808,RS,"Santa Cruz do Sul",santa-cruz-do-sul,nfse_nacional,NACIONAL,NACIONAL,DISPENSADO_NACIONAL,"Dispensado de homologacao municipal individual pela regra nacional 100%."
4316907,RS,"Santa Maria",santa-maria,ISSNET,ISSNET,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4317202,RS,"Santa Rosa",santa-rosa,IPM,IPM,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4317103,RS,"Santana do Livramento",santana-do-livramento,DBSELLER,DBSELLER,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4317608,RS,"Santo Antônio da Patrulha",santo-antonio-da-patrulha,nfse_nacional,NACIONAL,NACIONAL,DISPENSADO_NACIONAL,"Dispensado de homologacao municipal individual pela regra nacional 100%."
4317707,RS,"Santo Antônio das Missões",santo-antonio-das-missoes,ABASE,ABASE,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4317806,RS,"Santo Augusto",santo-augusto,BETHA,BETHA,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4317905,RS,"Santo Cristo",santo-cristo,ABASE,ABASE,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4317509,RS,"Santo Ângelo",santo-angelo,ABASE,ABASE,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4319901,RS,Sapiranga,sapiranga,DBSELLER,DBSELLER,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4320008,RS,"Sapucaia do Sul",sapucaia-do-sul,GIF,GIF,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4320206,RS,Seberi,seberi,nfse_nacional,NACIONAL,NACIONAL,DISPENSADO_NACIONAL,"Dispensado de homologacao municipal individual pela regra nacional 100%."
4320404,RS,"Serafina Corrêa",serafina-correa,nfse_nacional,NACIONAL,NACIONAL,DISPENSADO_NACIONAL,"Dispensado de homologacao municipal individual pela regra nacional 100%."
4318002,RS,"São Borja",sao-borja,GIF,GIF,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4318309,RS,"São Gabriel",sao-gabriel,PRONIN,PRONIN,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4318614,RS,"São José do Sul",sao-jose-do-sul,TECNOSISTEMAS,TECNOSISTEMAS,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4318705,RS,"São Leopoldo",sao-leopoldo,nfse_nacional,NACIONAL,NACIONAL,DISPENSADO_NACIONAL,"Dispensado de homologacao municipal individual pela regra nacional 100%."
4318903,RS,"São Luiz Gonzaga",sao-luiz-gonzaga,ABASE,ABASE,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4319000,RS,"São Marcos",sao-marcos,TECNOSISTEMAS,TECNOSISTEMAS,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4319505,RS,"São Sebastião do Caí",sao-sebastiao-do-cai,TECNOSISTEMAS,TECNOSISTEMAS,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4319703,RS,"São Valentim",sao-valentim,nfse_nacional,NACIONAL,NACIONAL,DISPENSADO_NACIONAL,"Dispensado de homologacao municipal individual pela regra nacional 100%."
4320909,RS,Tapejara,tapejara,nfse_nacional,NACIONAL,NACIONAL,DISPENSADO_NACIONAL,"Dispensado de homologacao municipal individual pela regra nacional 100%."
4321006,RS,Tapera,tapera,PRONIN,PRONIN,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4321204,RS,Taquara,taquara,nfse_nacional,NACIONAL,NACIONAL,DISPENSADO_NACIONAL,"Dispensado de homologacao municipal individual pela regra nacional 100%."
4321402,RS,"Tenente Portela",tenente-portela,BETHA,BETHA,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4321436,RS,"Terra de Areia",terra-de-areia,TECNOSISTEMAS,TECNOSISTEMAS,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4321501,RS,Torres,torres,BETHA,BETHA,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4321600,RS,Tramandaí,tramandai,nfse_nacional,NACIONAL,NACIONAL,DISPENSADO_NACIONAL,"Dispensado de homologacao municipal individual pela regra nacional 100%."
4322004,RS,Triunfo,triunfo,PRONIN,PRONIN,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4321634,RS,"Três Arroios",tres-arroios,nfse_nacional,NACIONAL,NACIONAL,DISPENSADO_NACIONAL,"Dispensado de homologacao municipal individual pela regra nacional 100%."
4321667,RS,"Três Cachoeiras",tres-cachoeiras,nfse_nacional,NACIONAL,NACIONAL,DISPENSADO_NACIONAL,"Dispensado de homologacao municipal individual pela regra nacional 100%."
4321709,RS,"Três Coroas",tres-coroas,PRONIN,PRONIN,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4321808,RS,"Três de Maio",tres-de-maio,ABASE,ABASE,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4322400,RS,Uruguaiana,uruguaiana,PRONIN,PRONIN,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4322509,RS,Vacaria,vacaria,PRONIN,PRONIN,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4322608,RS,"Venancio Aires",venancio-aires,nfse_nacional,NACIONAL,NACIONAL,DISPENSADO_NACIONAL,"Dispensado de homologacao municipal individual pela regra nacional 100%."
4322707,RS,"Vera Cruz",vera-cruz,IPM,IPM,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4322806,RS,Veranópolis,veranopolis,nfse_nacional,NACIONAL,NACIONAL,DISPENSADO_NACIONAL,"Dispensado de homologacao municipal individual pela regra nacional 100%."
4323002,RS,Viamão,viamao,PRONIN,PRONIN,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4323804,RS,Xangri,xangri,FIORILLI,FIORILLI,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4201307,SC,Araquari,araquari,IPM,IPM,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4201505,SC,Armazém,armazem,nfse_nacional,NACIONAL,NACIONAL,DISPENSADO_NACIONAL,"Dispensado de homologacao municipal individual pela regra nacional 100%."
4202057,SC,"Balneário Barra do Sul",balneario-barra-do-sul,IPM,IPM,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4202008,SC,"Balneário Camboriú",balneario-camboriu,nfse_nacional,NACIONAL,NACIONAL,DISPENSADO_NACIONAL,"Dispensado de homologacao municipal individual pela regra nacional 100%."
4212809,SC,"Balneário Piçarras",balneario-picarras,IPM,IPM,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4202107,SC,"Barra Velha",barra-velha,IPM,IPM,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4202305,SC,Biguaçu,biguacu,IPM,IPM,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4202404,SC,Blumenau,blumenau,SIMPLISS,SIMPLISS,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4202453,SC,Bombinhas,bombinhas,BETHA,BETHA,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4202800,SC,"Braço do Norte",braco-do-norte,nfse_nacional,NACIONAL,NACIONAL,DISPENSADO_NACIONAL,"Dispensado de homologacao municipal individual pela regra nacional 100%."
4202909,SC,Brusque,brusque,nfse_nacional,NACIONAL,NACIONAL,DISPENSADO_NACIONAL,"Dispensado de homologacao municipal individual pela regra nacional 100%."
4203204,SC,Camboriú,camboriu,SIMPLE,SIMPLE,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4203303,SC,"Campo Alegre",campo-alegre,IPM,IPM,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4203808,SC,Canoinhas,canoinhas,IPM,IPM,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4203907,SC,Capinzal,capinzal,nfse_nacional,NACIONAL,NACIONAL,DISPENSADO_NACIONAL,"Dispensado de homologacao municipal individual pela regra nacional 100%."
4204004,SC,Catanduvas,catanduvas,nfse_nacional,NACIONAL,NACIONAL,DISPENSADO_NACIONAL,"Dispensado de homologacao municipal individual pela regra nacional 100%."
4203006,SC,Caçador,cacador,nfse_nacional,NACIONAL,NACIONAL,DISPENSADO_NACIONAL,"Dispensado de homologacao municipal individual pela regra nacional 100%."
4204202,SC,Chapecó,chapeco,nfse_nacional,NACIONAL,NACIONAL,DISPENSADO_NACIONAL,"Dispensado de homologacao municipal individual pela regra nacional 100%."
4204251,SC,"Cocal do Sul",cocal-do-sul,nfse_nacional,NACIONAL,NACIONAL,DISPENSADO_NACIONAL,"Dispensado de homologacao municipal individual pela regra nacional 100%."
4204301,SC,Concórdia,concordia,IPM,IPM,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4204350,SC,"Cordilheira Alta",cordilheira-alta,nfse_nacional,NACIONAL,NACIONAL,DISPENSADO_NACIONAL,"Dispensado de homologacao municipal individual pela regra nacional 100%."
4204509,SC,Corupá,corupa,IPM,IPM,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4204608,SC,Criciúma,criciuma,nfse_nacional,NACIONAL,NACIONAL,DISPENSADO_NACIONAL,"Dispensado de homologacao municipal individual pela regra nacional 100%."
4204806,SC,Curitibanos,curitibanos,BETHA,BETHA,MUNICIPAL,PENDENTE_HOMOLOGACAO_MUNICIPAL,
4205209,SC,"Erval Velho",erval-velho,nfse_nacional,NACIONAL,NACIONAL,DISPENSADO_NACIONAL,"Dispensado de homologacao municipal individual pela regra nacional 100%."
4205407,SC,Florianópolis,florianopolis,nfse_nacional,NACIONAL,NACIONAL,DISPENSADO_NACIONAL,"Dispensado de homologacao municipal individual pela regra nacional 100%."
4205456,SC,Forquilhinha,forquilhinha,nfse_nacional,NACIONAL,NACIONAL,DISPENSADO_NACIONAL,"Dispensado de homologacao municipal individual pela regra nacional 100%."
